p, k, repitition, day
0.000000,0.650000,16,6,5
0.000000,0.650000,16,7,5
0.000000,0.650000,16,8,5
0.000000,0.650000,16,9,5
0.000000,0.660000,16,0,5
0.000000,0.660000,16,1,5
0.000000,0.660000,16,2,5
0.000000,0.660000,16,3,5
0.000000,0.660000,16,4,5
0.000000,0.660000,16,5,5
0.000000,0.660000,16,6,5
0.000000,0.660000,16,7,5
0.000000,0.660000,16,8,5
0.000000,0.660000,16,9,5
0.000000,0.670000,16,0,5
0.000000,0.670000,16,1,5
0.000000,0.670000,16,2,5
0.000000,0.670000,16,3,5
0.000000,0.670000,16,4,5
0.000000,0.670000,16,5,5
0.000000,0.670000,16,6,5
0.000000,0.670000,16,7,5
0.000000,0.670000,16,8,5
0.000000,0.670000,16,9,5
0.000000,0.680000,16,0,5
0.000000,0.680000,16,1,5
0.000000,0.680000,16,2,5
0.000000,0.680000,16,3,5
0.000000,0.680000,16,4,5
0.000000,0.680000,16,5,5
0.000000,0.680000,16,6,5
0.000000,0.680000,16,7,5
0.000000,0.680000,16,8,5
0.000000,0.680000,16,9,5
0.000000,0.690000,16,0,5
0.000000,0.690000,16,1,5
0.000000,0.690000,16,2,5
0.000000,0.690000,16,3,5
0.000000,0.690000,16,4,5
0.000000,0.690000,16,5,5
0.000000,0.690000,16,6,5
0.000000,0.690000,16,7,5
0.000000,0.690000,16,8,5
0.000000,0.690000,16,9,5
0.000000,0.700000,16,0,5
0.000000,0.700000,16,1,5
0.000000,0.700000,16,2,5
0.000000,0.700000,16,3,5
0.000000,0.700000,16,4,5
0.000000,0.700000,16,5,5
0.000000,0.700000,16,6,5
0.000000,0.700000,16,7,5
0.000000,0.700000,16,8,5
0.000000,0.700000,16,9,5
0.000000,0.710000,16,0,5
0.000000,0.710000,16,1,5
0.000000,0.710000,16,2,5
0.000000,0.710000,16,3,5
0.000000,0.710000,16,4,5
0.000000,0.710000,16,5,5
0.000000,0.710000,16,6,5
0.000000,0.710000,16,7,5
0.000000,0.710000,16,8,5
0.000000,0.710000,16,9,5
0.000000,0.720000,16,0,5
0.000000,0.720000,16,1,5
0.000000,0.720000,16,2,5
0.000000,0.720000,16,3,5
0.000000,0.720000,16,4,5
0.000000,0.720000,16,5,5
0.000000,0.720000,16,6,5
0.000000,0.720000,16,7,5
0.000000,0.720000,16,8,5
0.000000,0.720000,16,9,5
0.000000,0.730000,16,0,5
0.000000,0.730000,16,1,5
0.000000,0.730000,16,2,5
0.000000,0.730000,16,3,5
0.000000,0.730000,16,4,5
0.000000,0.730000,16,5,5
0.000000,0.730000,16,6,5
0.000000,0.730000,16,7,5
0.000000,0.730000,16,8,5
0.000000,0.730000,16,9,5
0.000000,0.740000,16,0,5
0.000000,0.740000,16,1,5
0.000000,0.740000,16,2,5
0.000000,0.740000,16,3,5
0.000000,0.740000,16,4,5
0.000000,0.740000,16,5,5
0.000000,0.740000,16,6,5
0.000000,0.740000,16,7,5
0.000000,0.740000,16,8,5
0.000000,0.740000,16,9,5
0.000000,0.750000,16,0,5
0.000000,0.750000,16,1,5
0.000000,0.750000,16,2,5
0.000000,0.750000,16,3,5
0.000000,0.750000,16,4,5
0.000000,0.750000,16,5,5
0.000000,0.750000,16,6,5
0.000000,0.750000,16,7,5
0.000000,0.750000,16,8,5
0.000000,0.750000,16,9,5
0.000000,0.760000,16,0,5
0.000000,0.760000,16,1,5
0.000000,0.760000,16,2,5
0.000000,0.760000,16,3,5
0.000000,0.760000,16,4,5
0.000000,0.760000,16,5,5
0.000000,0.760000,16,6,5
0.000000,0.760000,16,7,5
0.000000,0.760000,16,8,5
0.000000,0.760000,16,9,5
0.000000,0.770000,16,0,5
0.000000,0.770000,16,1,5
0.000000,0.770000,16,2,5
0.000000,0.770000,16,3,5
0.000000,0.770000,16,4,5
0.000000,0.770000,16,5,5
0.000000,0.770000,16,6,5
0.000000,0.770000,16,7,5
0.000000,0.770000,16,8,5
0.000000,0.770000,16,9,5
0.000000,0.780000,16,0,5
0.000000,0.780000,16,1,5
0.000000,0.780000,16,2,5
0.000000,0.780000,16,3,5
0.000000,0.780000,16,4,5
0.000000,0.780000,16,5,5
0.000000,0.780000,16,6,5
0.000000,0.780000,16,7,5
0.000000,0.780000,16,8,5
0.000000,0.780000,16,9,5
0.000000,0.790000,16,0,5
0.000000,0.790000,16,1,5
0.000000,0.790000,16,2,5
0.000000,0.790000,16,3,5
0.000000,0.790000,16,4,5
0.000000,0.790000,16,5,5
0.000000,0.790000,16,6,5
0.000000,0.790000,16,7,5
0.000000,0.790000,16,8,5
0.000000,0.790000,16,9,5
0.000000,0.800000,16,0,5
0.000000,0.800000,16,1,5
0.000000,0.800000,16,2,5
0.000000,0.800000,16,3,5
0.000000,0.800000,16,4,5
0.000000,0.800000,16,5,5
0.000000,0.800000,16,6,5
0.000000,0.800000,16,7,5
0.000000,0.800000,16,8,5
0.000000,0.800000,16,9,5
0.000000,0.810000,16,0,5
0.000000,0.810000,16,1,5
0.000000,0.810000,16,2,5
0.000000,0.810000,16,3,5
0.000000,0.810000,16,4,5
0.000000,0.810000,16,5,5
0.000000,0.810000,16,6,5
0.000000,0.810000,16,7,5
0.000000,0.810000,16,8,5
0.000000,0.810000,16,9,5
0.000000,0.820000,16,0,5
0.000000,0.820000,16,1,5
0.000000,0.820000,16,2,5
0.000000,0.820000,16,3,5
0.000000,0.820000,16,4,5
0.000000,0.820000,16,5,5
0.000000,0.820000,16,6,5
0.000000,0.820000,16,7,5
0.000000,0.820000,16,8,5
0.000000,0.820000,16,9,5
0.000000,0.830000,16,0,5
0.000000,0.830000,16,1,5
0.000000,0.830000,16,2,5
0.000000,0.830000,16,3,5
0.000000,0.830000,16,4,5
0.000000,0.830000,16,5,5
0.000000,0.830000,16,6,5
0.000000,0.830000,16,7,5
0.000000,0.830000,16,8,5
0.000000,0.830000,16,9,5
0.000000,0.840000,16,0,5
0.000000,0.840000,16,1,5
0.000000,0.840000,16,2,5
0.000000,0.840000,16,3,5
0.000000,0.840000,16,4,5
0.000000,0.840000,16,5,5
0.000000,0.840000,16,6,5
0.000000,0.840000,16,7,5
0.000000,0.840000,16,8,5
0.000000,0.840000,16,9,5
0.000000,0.850000,16,0,5
0.000000,0.850000,16,1,5
0.000000,0.850000,16,2,5
0.000000,0.850000,16,3,5
0.000000,0.850000,16,4,5
0.000000,0.850000,16,5,5
0.000000,0.850000,16,6,5
0.000000,0.850000,16,7,5
0.000000,0.850000,16,8,5
0.000000,0.850000,16,9,5
0.000000,0.860000,16,0,5
0.000000,0.860000,16,1,5
0.000000,0.860000,16,2,5
0.000000,0.860000,16,3,5
0.000000,0.860000,16,4,5
0.000000,0.860000,16,5,5
0.000000,0.860000,16,6,5
0.000000,0.860000,16,7,5
0.000000,0.860000,16,8,5
0.000000,0.860000,16,9,5
0.000000,0.870000,16,0,5
0.000000,0.870000,16,1,5
0.000000,0.870000,16,2,5
0.000000,0.870000,16,3,5
0.000000,0.870000,16,4,5
0.000000,0.870000,16,5,5
0.000000,0.870000,16,6,5
0.000000,0.870000,16,7,5
0.000000,0.870000,16,8,5
0.000000,0.870000,16,9,5
0.000000,0.880000,16,0,5
0.000000,0.880000,16,1,5
0.000000,0.880000,16,2,5
0.000000,0.880000,16,3,5
0.000000,0.880000,16,4,5
0.000000,0.880000,16,5,5
0.000000,0.880000,16,6,5
0.000000,0.880000,16,7,5
0.000000,0.880000,16,8,5
0.000000,0.880000,16,9,5
0.000000,0.890000,16,0,5
0.000000,0.890000,16,1,5
0.000000,0.890000,16,2,5
0.000000,0.890000,16,3,5
0.000000,0.890000,16,4,5
0.000000,0.890000,16,5,5
0.000000,0.890000,16,6,5
0.000000,0.890000,16,7,5
0.000000,0.890000,16,8,5
0.000000,0.890000,16,9,5
0.000000,0.900000,16,0,5
0.000000,0.900000,16,1,5
0.000000,0.900000,16,2,5
0.000000,0.900000,16,3,5
0.000000,0.900000,16,4,5
0.000000,0.900000,16,5,5
0.000000,0.900000,16,6,5
0.000000,0.900000,16,7,5
0.000000,0.900000,16,8,5
0.000000,0.900000,16,9,5
0.000000,0.910000,16,0,5
0.000000,0.910000,16,1,5
0.000000,0.910000,16,2,5
0.000000,0.910000,16,3,5
0.000000,0.910000,16,4,5
0.000000,0.910000,16,5,5
0.000000,0.910000,16,6,5
0.000000,0.910000,16,7,5
0.000000,0.910000,16,8,5
0.000000,0.910000,16,9,5
0.000000,0.920000,16,0,5
0.000000,0.920000,16,1,5
0.000000,0.920000,16,2,5
0.000000,0.920000,16,3,5
0.000000,0.920000,16,4,5
0.000000,0.920000,16,5,5
0.000000,0.920000,16,6,5
0.000000,0.920000,16,7,5
0.000000,0.920000,16,8,5
0.000000,0.920000,16,9,5
0.000000,0.930000,16,0,5
0.000000,0.930000,16,1,5
0.000000,0.930000,16,2,5
0.000000,0.930000,16,3,5
0.000000,0.930000,16,4,5
0.000000,0.930000,16,5,5
0.000000,0.930000,16,6,5
0.000000,0.930000,16,7,5
0.000000,0.930000,16,8,5
0.000000,0.930000,16,9,5
0.000000,0.940000,16,0,5
0.000000,0.940000,16,1,5
0.000000,0.940000,16,2,5
0.000000,0.940000,16,3,5
0.000000,0.940000,16,4,5
0.000000,0.940000,16,5,5
0.000000,0.940000,16,6,5
0.000000,0.940000,16,7,5
0.000000,0.940000,16,8,5
0.000000,0.940000,16,9,5
0.000000,0.950000,16,0,5
0.000000,0.950000,16,1,5
0.000000,0.950000,16,2,5
0.000000,0.950000,16,3,5
0.000000,0.950000,16,4,5
0.000000,0.950000,16,5,5
0.000000,0.950000,16,6,5
0.000000,0.950000,16,7,5
0.000000,0.950000,16,8,5
0.000000,0.950000,16,9,5
0.000000,0.960000,16,0,5
0.000000,0.960000,16,1,5
0.000000,0.960000,16,2,5
0.000000,0.960000,16,3,5
0.000000,0.960000,16,4,5
0.000000,0.960000,16,5,5
0.000000,0.960000,16,6,5
0.000000,0.960000,16,7,5
0.000000,0.960000,16,8,5
0.000000,0.960000,16,9,5
0.000000,0.970000,16,0,5
0.000000,0.970000,16,1,5
0.000000,0.970000,16,2,5
0.000000,0.970000,16,3,5
0.000000,0.970000,16,4,5
0.000000,0.970000,16,5,5
0.000000,0.970000,16,6,5
0.000000,0.970000,16,7,5
0.000000,0.970000,16,8,5
0.000000,0.970000,16,9,5
0.000000,0.980000,16,0,5
0.000000,0.980000,16,1,5
0.000000,0.980000,16,2,5
0.000000,0.980000,16,3,5
0.000000,0.980000,16,4,5
0.000000,0.980000,16,5,5
0.000000,0.980000,16,6,5
0.000000,0.980000,16,7,5
0.000000,0.980000,16,8,5
0.000000,0.980000,16,9,5
0.000000,0.990000,16,0,5
0.000000,0.990000,16,1,5
0.000000,0.990000,16,2,5
0.000000,0.990000,16,3,5
0.000000,0.990000,16,4,5
0.000000,0.990000,16,5,5
0.000000,0.990000,16,6,5
0.000000,0.990000,16,7,5
0.000000,0.990000,16,8,5
0.000000,0.990000,16,9,5
0.000000,0.000000,17,0,5
0.000000,0.000000,17,1,5
0.000000,0.000000,17,2,5
0.000000,0.000000,17,3,5
0.000000,0.000000,17,4,5
0.000000,0.000000,17,5,5
0.000000,0.000000,17,6,5
0.000000,0.000000,17,7,5
0.000000,0.000000,17,8,5
0.000000,0.000000,17,9,5
0.000000,0.010000,17,0,5
0.000000,0.010000,17,1,5
0.000000,0.010000,17,2,5
0.000000,0.010000,17,3,5
0.000000,0.010000,17,4,5
0.000000,0.010000,17,5,5
0.000000,0.010000,17,6,5
0.000000,0.010000,17,7,5
0.000000,0.010000,17,8,5
0.000000,0.010000,17,9,5
0.000000,0.020000,17,0,5
0.000000,0.020000,17,1,5
0.000000,0.020000,17,2,5
0.000000,0.020000,17,3,5
0.000000,0.020000,17,4,5
0.000000,0.020000,17,5,5
0.000000,0.020000,17,6,5
0.000000,0.020000,17,7,5
0.000000,0.020000,17,8,5
0.000000,0.020000,17,9,5
0.000000,0.030000,17,0,5
0.000000,0.030000,17,1,5
0.000000,0.030000,17,2,5
0.000000,0.030000,17,3,5
0.000000,0.030000,17,4,5
0.000000,0.030000,17,5,5
0.000000,0.030000,17,6,5
0.000000,0.030000,17,7,5
0.000000,0.030000,17,8,5
0.000000,0.030000,17,9,5
0.000000,0.040000,17,0,5
0.000000,0.040000,17,1,5
0.000000,0.040000,17,2,5
0.000000,0.040000,17,3,5
0.000000,0.040000,17,4,5
0.000000,0.040000,17,5,5
0.000000,0.040000,17,6,5
0.000000,0.040000,17,7,5
0.000000,0.040000,17,8,5
0.000000,0.040000,17,9,5
0.000000,0.050000,17,0,5
0.000000,0.050000,17,1,5
0.000000,0.050000,17,2,5
0.000000,0.050000,17,3,5
0.000000,0.050000,17,4,5
0.000000,0.050000,17,5,5
0.000000,0.050000,17,6,5
0.000000,0.050000,17,7,5
0.000000,0.050000,17,8,5
0.000000,0.050000,17,9,5
0.000000,0.060000,17,0,5
0.000000,0.060000,17,1,5
0.000000,0.060000,17,2,5
0.000000,0.060000,17,3,5
0.000000,0.060000,17,4,5
0.000000,0.060000,17,5,5
0.000000,0.060000,17,6,5
0.000000,0.060000,17,7,5
0.000000,0.060000,17,8,5
0.000000,0.060000,17,9,5
0.000000,0.070000,17,0,5
0.000000,0.070000,17,1,5
0.000000,0.070000,17,2,5
0.000000,0.070000,17,3,5
0.000000,0.070000,17,4,5
0.000000,0.070000,17,5,5
0.000000,0.070000,17,6,5
0.000000,0.070000,17,7,5
0.000000,0.070000,17,8,5
0.000000,0.070000,17,9,5
0.000000,0.080000,17,0,5
0.000000,0.080000,17,1,5
0.000000,0.080000,17,2,5
0.000000,0.080000,17,3,5
0.000000,0.080000,17,4,5
0.000000,0.080000,17,5,5
0.000000,0.080000,17,6,5
0.000000,0.080000,17,7,5
0.000000,0.080000,17,8,5
0.000000,0.080000,17,9,5
0.000000,0.090000,17,0,5
0.000000,0.090000,17,1,5
0.000000,0.090000,17,2,5
0.000000,0.090000,17,3,5
0.000000,0.090000,17,4,5
0.000000,0.090000,17,5,5
0.000000,0.090000,17,6,5
0.000000,0.090000,17,7,5
0.000000,0.090000,17,8,5
0.000000,0.090000,17,9,5
0.000000,0.100000,17,0,5
0.000000,0.100000,17,1,5
0.000000,0.100000,17,2,5
0.000000,0.100000,17,3,5
0.000000,0.100000,17,4,5
0.000000,0.100000,17,5,5
0.000000,0.100000,17,6,5
0.000000,0.100000,17,7,5
0.000000,0.100000,17,8,5
0.000000,0.100000,17,9,5
0.000000,0.110000,17,0,5
0.000000,0.110000,17,1,5
0.000000,0.110000,17,2,5
0.000000,0.110000,17,3,5
0.000000,0.110000,17,4,5
0.000000,0.110000,17,5,5
0.000000,0.110000,17,6,5
0.000000,0.110000,17,7,5
0.000000,0.110000,17,8,5
0.000000,0.110000,17,9,5
0.000000,0.120000,17,0,5
0.000000,0.120000,17,1,5
0.000000,0.120000,17,2,5
0.000000,0.120000,17,3,5
0.000000,0.120000,17,4,5
0.000000,0.120000,17,5,5
0.000000,0.120000,17,6,5
0.000000,0.120000,17,7,5
0.000000,0.120000,17,8,5
0.000000,0.120000,17,9,5
0.000000,0.130000,17,0,5
0.000000,0.130000,17,1,5
0.000000,0.130000,17,2,5
0.000000,0.130000,17,3,5
0.000000,0.130000,17,4,5
0.000000,0.130000,17,5,5
0.000000,0.130000,17,6,5
0.000000,0.130000,17,7,5
0.000000,0.130000,17,8,5
0.000000,0.130000,17,9,5
0.000000,0.140000,17,0,5
0.000000,0.140000,17,1,5
0.000000,0.140000,17,2,5
0.000000,0.140000,17,3,5
0.000000,0.140000,17,4,5
0.000000,0.140000,17,5,5
0.000000,0.140000,17,6,5
0.000000,0.140000,17,7,5
0.000000,0.140000,17,8,5
0.000000,0.140000,17,9,5
0.000000,0.150000,17,0,5
0.000000,0.150000,17,1,5
0.000000,0.150000,17,2,5
0.000000,0.150000,17,3,5
0.000000,0.150000,17,4,5
0.000000,0.150000,17,5,5
0.000000,0.150000,17,6,5
0.000000,0.150000,17,7,5
0.000000,0.150000,17,8,5
0.000000,0.150000,17,9,5
0.000000,0.160000,17,0,5
0.000000,0.160000,17,1,5
0.000000,0.160000,17,2,5
0.000000,0.160000,17,3,5
0.000000,0.160000,17,4,5
0.000000,0.160000,17,5,5
0.000000,0.160000,17,6,5
0.000000,0.160000,17,7,5
0.000000,0.160000,17,8,5
0.000000,0.160000,17,9,5
0.000000,0.170000,17,0,5
0.000000,0.170000,17,1,5
0.000000,0.170000,17,2,5
0.000000,0.170000,17,3,5
0.000000,0.170000,17,4,5
0.000000,0.170000,17,5,5
0.000000,0.170000,17,6,5
0.000000,0.170000,17,7,5
0.000000,0.170000,17,8,5
0.000000,0.170000,17,9,5
0.000000,0.180000,17,0,5
0.000000,0.180000,17,1,5
0.000000,0.180000,17,2,5
0.000000,0.180000,17,3,5
0.000000,0.180000,17,4,5
0.000000,0.180000,17,5,5
0.000000,0.180000,17,6,5
0.000000,0.180000,17,7,5
0.000000,0.180000,17,8,5
0.000000,0.180000,17,9,5
0.000000,0.190000,17,0,5
0.000000,0.190000,17,1,5
0.000000,0.190000,17,2,5
0.000000,0.190000,17,3,5
0.000000,0.190000,17,4,5
0.000000,0.190000,17,5,5
0.000000,0.190000,17,6,5
0.000000,0.190000,17,7,5
0.000000,0.190000,17,8,5
0.000000,0.190000,17,9,5
0.000000,0.200000,17,0,5
0.000000,0.200000,17,1,5
0.000000,0.200000,17,2,5
0.000000,0.200000,17,3,5
0.000000,0.200000,17,4,5
0.000000,0.200000,17,5,5
0.000000,0.200000,17,6,5
0.000000,0.200000,17,7,5
0.000000,0.200000,17,8,5
0.000000,0.200000,17,9,5
0.000000,0.210000,17,0,5
0.000000,0.210000,17,1,5
0.000000,0.210000,17,2,5
0.000000,0.210000,17,3,5
0.000000,0.210000,17,4,5
0.000000,0.210000,17,5,5
0.000000,0.210000,17,6,5
0.000000,0.210000,17,7,5
0.000000,0.210000,17,8,5
0.000000,0.210000,17,9,5
0.000000,0.220000,17,0,5
0.000000,0.220000,17,1,5
0.000000,0.220000,17,2,5
0.000000,0.220000,17,3,5
0.000000,0.220000,17,4,5
0.000000,0.220000,17,5,5
0.000000,0.220000,17,6,5
0.000000,0.220000,17,7,5
0.000000,0.220000,17,8,5
0.000000,0.220000,17,9,5
0.000000,0.230000,17,0,5
0.000000,0.230000,17,1,5
0.000000,0.230000,17,2,5
0.000000,0.230000,17,3,5
0.000000,0.230000,17,4,5
0.000000,0.230000,17,5,5
0.000000,0.230000,17,6,5
0.000000,0.230000,17,7,5
0.000000,0.230000,17,8,5
0.000000,0.230000,17,9,5
0.000000,0.240000,17,0,5
0.000000,0.240000,17,1,5
0.000000,0.240000,17,2,5
0.000000,0.240000,17,3,5
0.000000,0.240000,17,4,5
0.000000,0.240000,17,5,5
0.000000,0.240000,17,6,5
0.000000,0.240000,17,7,5
0.000000,0.240000,17,8,5
0.000000,0.240000,17,9,5
0.000000,0.250000,17,0,5
0.000000,0.250000,17,1,5
0.000000,0.250000,17,2,5
0.000000,0.250000,17,3,5
0.000000,0.250000,17,4,5
0.000000,0.250000,17,5,5
0.000000,0.250000,17,6,5
0.000000,0.250000,17,7,5
0.000000,0.250000,17,8,5
0.000000,0.250000,17,9,5
0.000000,0.260000,17,0,5
0.000000,0.260000,17,1,5
0.000000,0.260000,17,2,5
0.000000,0.260000,17,3,5
0.000000,0.260000,17,4,5
0.000000,0.260000,17,5,5
0.000000,0.260000,17,6,5
0.000000,0.260000,17,7,5
0.000000,0.260000,17,8,5
0.000000,0.260000,17,9,5
0.000000,0.270000,17,0,5
0.000000,0.270000,17,1,5
0.000000,0.270000,17,2,5
0.000000,0.270000,17,3,5
0.000000,0.270000,17,4,5
0.000000,0.270000,17,5,5
0.000000,0.270000,17,6,5
0.000000,0.270000,17,7,5
0.000000,0.270000,17,8,5
0.000000,0.270000,17,9,5
0.000000,0.280000,17,0,5
0.000000,0.280000,17,1,5
0.000000,0.280000,17,2,5
0.000000,0.280000,17,3,5
0.000000,0.280000,17,4,5
0.000000,0.280000,17,5,5
0.000000,0.280000,17,6,5
0.000000,0.280000,17,7,5
0.000000,0.280000,17,8,5
0.000000,0.280000,17,9,5
0.000000,0.290000,17,0,5
0.000000,0.290000,17,1,5
0.000000,0.290000,17,2,5
0.000000,0.290000,17,3,5
0.000000,0.290000,17,4,5
0.000000,0.290000,17,5,5
0.000000,0.290000,17,6,5
0.000000,0.290000,17,7,5
0.000000,0.290000,17,8,5
0.000000,0.290000,17,9,5
0.000000,0.300000,17,0,5
0.000000,0.300000,17,1,5
0.000000,0.300000,17,2,5
0.000000,0.300000,17,3,5
0.000000,0.300000,17,4,5
0.000000,0.300000,17,5,5
0.000000,0.300000,17,6,5
0.000000,0.300000,17,7,5
0.000000,0.300000,17,8,5
0.000000,0.300000,17,9,5
0.000000,0.310000,17,0,5
0.000000,0.310000,17,1,5
0.000000,0.310000,17,2,5
0.000000,0.310000,17,3,5
0.000000,0.310000,17,4,5
0.000000,0.310000,17,5,5
0.000000,0.310000,17,6,5
0.000000,0.310000,17,7,5
0.000000,0.310000,17,8,5
0.000000,0.310000,17,9,5
0.000000,0.320000,17,0,5
0.000000,0.320000,17,1,5
0.000000,0.320000,17,2,5
0.000000,0.320000,17,3,5
0.000000,0.320000,17,4,5
0.000000,0.320000,17,5,5
0.000000,0.320000,17,6,5
0.000000,0.320000,17,7,5
0.000000,0.320000,17,8,5
0.000000,0.320000,17,9,5
0.000000,0.330000,17,0,5
0.000000,0.330000,17,1,5
0.000000,0.330000,17,2,5
0.000000,0.330000,17,3,5
0.000000,0.330000,17,4,5
0.000000,0.330000,17,5,5
0.000000,0.330000,17,6,5
0.000000,0.330000,17,7,5
0.000000,0.330000,17,8,5
0.000000,0.330000,17,9,5
0.000000,0.340000,17,0,5
0.000000,0.340000,17,1,5
0.000000,0.340000,17,2,5
0.000000,0.340000,17,3,5
0.000000,0.340000,17,4,5
0.000000,0.340000,17,5,5
0.000000,0.340000,17,6,5
0.000000,0.340000,17,7,5
0.000000,0.340000,17,8,5
0.000000,0.340000,17,9,5
0.000000,0.350000,17,0,5
0.000000,0.350000,17,1,5
0.000000,0.350000,17,2,5
0.000000,0.350000,17,3,5
0.000000,0.350000,17,4,5
0.000000,0.350000,17,5,5
0.000000,0.350000,17,6,5
0.000000,0.350000,17,7,5
0.000000,0.350000,17,8,5
0.000000,0.350000,17,9,5
0.000000,0.360000,17,0,5
0.000000,0.360000,17,1,5
0.000000,0.360000,17,2,5
0.000000,0.360000,17,3,5
0.000000,0.360000,17,4,5
0.000000,0.360000,17,5,5
0.000000,0.360000,17,6,5
0.000000,0.360000,17,7,5
0.000000,0.360000,17,8,5
0.000000,0.360000,17,9,5
0.000000,0.370000,17,0,5
0.000000,0.370000,17,1,5
0.000000,0.370000,17,2,5
0.000000,0.370000,17,3,5
0.000000,0.370000,17,4,5
0.000000,0.370000,17,5,5
0.000000,0.370000,17,6,5
0.000000,0.370000,17,7,5
0.000000,0.370000,17,8,5
0.000000,0.370000,17,9,5
0.000000,0.380000,17,0,5
0.000000,0.380000,17,1,5
0.000000,0.380000,17,2,5
0.000000,0.380000,17,3,5
0.000000,0.380000,17,4,5
0.000000,0.380000,17,5,5
0.000000,0.380000,17,6,5
0.000000,0.380000,17,7,5
0.000000,0.380000,17,8,5
0.000000,0.380000,17,9,5
0.000000,0.390000,17,0,5
0.000000,0.390000,17,1,5
0.000000,0.390000,17,2,5
0.000000,0.390000,17,3,5
0.000000,0.390000,17,4,5
0.000000,0.390000,17,5,5
0.000000,0.390000,17,6,5
0.000000,0.390000,17,7,5
0.000000,0.390000,17,8,5
0.000000,0.390000,17,9,5
0.000000,0.400000,17,0,5
0.000000,0.400000,17,1,5
0.000000,0.400000,17,2,5
0.000000,0.400000,17,3,5
0.000000,0.400000,17,4,5
0.000000,0.400000,17,5,5
0.000000,0.400000,17,6,5
0.000000,0.400000,17,7,5
0.000000,0.400000,17,8,5
0.000000,0.400000,17,9,5
0.000000,0.410000,17,0,5
0.000000,0.410000,17,1,5
0.000000,0.410000,17,2,5
0.000000,0.410000,17,3,5
0.000000,0.410000,17,4,5
0.000000,0.410000,17,5,5
0.000000,0.410000,17,6,5
0.000000,0.410000,17,7,5
0.000000,0.410000,17,8,5
0.000000,0.410000,17,9,5
0.000000,0.420000,17,0,5
0.000000,0.420000,17,1,5
0.000000,0.420000,17,2,5
0.000000,0.420000,17,3,5
0.000000,0.420000,17,4,5
0.000000,0.420000,17,5,5
0.000000,0.420000,17,6,5
0.000000,0.420000,17,7,5
0.000000,0.420000,17,8,5
0.000000,0.420000,17,9,5
0.000000,0.430000,17,0,5
0.000000,0.430000,17,1,5
0.000000,0.430000,17,2,5
0.000000,0.430000,17,3,5
0.000000,0.430000,17,4,5
0.000000,0.430000,17,5,5
0.000000,0.430000,17,6,5
0.000000,0.430000,17,7,5
0.000000,0.430000,17,8,5
0.000000,0.430000,17,9,5
0.000000,0.440000,17,0,5
0.000000,0.440000,17,1,5
0.000000,0.440000,17,2,5
0.000000,0.440000,17,3,5
0.000000,0.440000,17,4,5
0.000000,0.440000,17,5,5
0.000000,0.440000,17,6,5
0.000000,0.440000,17,7,5
0.000000,0.440000,17,8,5
0.000000,0.440000,17,9,5
0.000000,0.450000,17,0,5
0.000000,0.450000,17,1,5
0.000000,0.450000,17,2,5
0.000000,0.450000,17,3,5
0.000000,0.450000,17,4,5
0.000000,0.450000,17,5,5
0.000000,0.450000,17,6,5
0.000000,0.450000,17,7,5
0.000000,0.450000,17,8,5
0.000000,0.450000,17,9,5
0.000000,0.460000,17,0,5
0.000000,0.460000,17,1,5
0.000000,0.460000,17,2,5
0.000000,0.460000,17,3,5
0.000000,0.460000,17,4,5
0.000000,0.460000,17,5,5
0.000000,0.460000,17,6,5
0.000000,0.460000,17,7,5
0.000000,0.460000,17,8,5
0.000000,0.460000,17,9,5
0.000000,0.470000,17,0,5
0.000000,0.470000,17,1,5
0.000000,0.470000,17,2,5
0.000000,0.470000,17,3,5
0.000000,0.470000,17,4,5
0.000000,0.470000,17,5,5
0.000000,0.470000,17,6,5
0.000000,0.470000,17,7,5
0.000000,0.470000,17,8,5
0.000000,0.470000,17,9,5
0.000000,0.480000,17,0,5
0.000000,0.480000,17,1,5
0.000000,0.480000,17,2,5
0.000000,0.480000,17,3,5
0.000000,0.480000,17,4,5
0.000000,0.480000,17,5,5
0.000000,0.480000,17,6,5
0.000000,0.480000,17,7,5
0.000000,0.480000,17,8,5
0.000000,0.480000,17,9,5
0.000000,0.490000,17,0,5
0.000000,0.490000,17,1,5
0.000000,0.490000,17,2,5
0.000000,0.490000,17,3,5
0.000000,0.490000,17,4,5
0.000000,0.490000,17,5,5
0.000000,0.490000,17,6,5
0.000000,0.490000,17,7,5
0.000000,0.490000,17,8,5
0.000000,0.490000,17,9,5
0.000000,0.500000,17,0,5
0.000000,0.500000,17,1,5
0.000000,0.500000,17,2,5
0.000000,0.500000,17,3,5
0.000000,0.500000,17,4,5
0.000000,0.500000,17,5,5
0.000000,0.500000,17,6,5
0.000000,0.500000,17,7,5
0.000000,0.500000,17,8,5
0.000000,0.500000,17,9,5
0.000000,0.510000,17,0,5
0.000000,0.510000,17,1,5
0.000000,0.510000,17,2,5
0.000000,0.510000,17,3,5
0.000000,0.510000,17,4,5
0.000000,0.510000,17,5,5
0.000000,0.510000,17,6,5
0.000000,0.510000,17,7,5
0.000000,0.510000,17,8,5
0.000000,0.510000,17,9,5
0.000000,0.520000,17,0,5
0.000000,0.520000,17,1,5
0.000000,0.520000,17,2,5
0.000000,0.520000,17,3,5
0.000000,0.520000,17,4,5
0.000000,0.520000,17,5,5
0.000000,0.520000,17,6,5
0.000000,0.520000,17,7,5
0.000000,0.520000,17,8,5
0.000000,0.520000,17,9,5
